STT,Ho va ten,Ma sinh vien,Chuyen can,Kiem tra giua ky,Diem BTL,Kiem tra cuoi ky,TBM
21625,Duong Ngoc An,B21DCPT524,8.4,4.6,3.0,8.7,6.2
21626,Ta Van Ly,B22DCQT668,7.8,7.5,0.6,7.3,5.8
21627,Bui Quang Phuong,B23DCPT193,8.1,4.0,7.6,9.7,7.3
21628,Huynh Thu An,B23DCAT478,8.0,8.5,0.1,8.5,6.3
21629,Hoang Manh Tam,B21DCKT841,6.8,0.6,5.8,2.6,3.9
21630,Bui Van Thang,B21DCBC138,8.0,1.4,9.6,5.1,6.0
21631,Nguyen Bao Huong,B23DCFT048,7.7,8.8,4.3,4.7,6.4
21632,Ta Quoc Huong,B22DCFT227,9.6,5.9,0.4,1.1,4.2
21633,Ly Duc Ly,B21DCAT784,10.0,3.4,4.2,9.1,6.7
21634,Vu Cong Chi,B23DCFT685,7.8,7.7,9.7,0.4,6.4
21635,Dang Dinh Lan,B22DCQT178,8.1,6.6,4.2,7.5,6.6
21636,Mai Huu Nhi,B24DCMR832,9.6,9.4,4.0,6.1,7.3
21637,Ho Quang Minh,B21DCKH186,9.9,8.1,5.5,7.3,7.7
21638,Ta Ngoc Khanh,B21DCAT600,6.4,7.8,6.1,4.5,6.2
21639,Bui Thu Hung,B24DCKH881,8.5,0.8,5.1,5.0,4.8
21640,Le Cong Thao,B23DCKT545,8.6,8.4,8.5,4.9,7.6
21641,Phan Bao Viet,B24DCKT878,7.6,0.5,5.5,2.7,4.1
21642,Duong Minh Phuc,B23DCFT246,8.8,2.9,7.2,1.3,5.1
21643,Vu Huu Anh,B24DCCN972,7.1,6.7,0.6,5.3,4.9
21644,Phan Manh Viet,B22DCFT821,7.8,5.1,8.1,6.9,7.0
21645,Ta Xuan Huong,B24DCFT293,7.0,6.4,3.8,1.1,4.6
21646,Bui Huu Nga,B24DCKT901,8.4,8.4,7.9,6.2,7.7
21647,Phan Cong Son,B22DCBC554,9.8,7.2,2.5,2.3,5.5
21648,Bui Bao Tu,B21DCVT966,7.3,8.4,6.2,7.1,7.2
21649,Ngo Ngoc Vy,B21DCVT333,9.5,6.7,0.1,1.9,4.5
21650,Tran Thu Huy,B24DCVT190,8.3,3.3,4.7,7.6,6.0
21651,Ta Manh Trang,B21DCAT557,7.1,0.7,0.7,6.3,3.7
21652,Vo Duc Binh,B21DCCN397,6.9,4.7,0.0,7.5,4.8
21653,Ngo Dinh Hoa,B21DCAT614,6.1,9.1,5.4,7.7,7.1
21654,Bui Thanh Hoa,B24DCCN399,9.1,8.6,3.8,8.4,7.5
21655,Do Dinh Duy,B22DCPT287,8.5,0.8,2.1,7.8,4.8
21656,Dinh Quoc Ngoc,B23DCAT396,8.8,7.7,1.6,9.5,6.9
21657,Ly Quang Ha,B24DCPT371,8.0,7.9,3.2,7.9,6.8
21658,Huynh Quoc Duy,B23DCQT955,6.2,3.3,9.5,3.0,5.5
21659,Pham Thanh Vy,B24DCQT103,7.4,8.5,8.7,3.5,7.0
21660,Vo Thi Son,B24DCCN887,6.1,2.2,8.8,6.1,5.8
21661,Doan Gia Hai,B24DCKH546,6.9,1.0,8.9,6.5,5.8
21662,Ta Duc Thang,B21DCFT927,9.1,3.7,7.2,1.0,5.2
21663,Duong Thu Bao,B22DCFT624,6.8,4.0,7.6,7.9,6.6
21664,Doan Cong Hai,B23DCVT127,8.4,9.0,9.1,3.4,7.5
21665,Doan Gia Long,B24DCPT644,9.6,7.8,9.0,1.0,6.8
21666,Dinh Ngoc Hung,B22DCFT996,6.1,4.5,0.2,9.9,5.2
21667,Ho Xuan Ly,B22DCKH343,6.5,3.1,2.1,4.4,4.0
21668,Hoang Van Chi,B21DCPT371,8.3,1.8,4.4,1.3,4.0
21669,Pham Duc Hai,B23DCKT606,7.5,8.0,6.4,1.4,5.8
21670,Ho Xuan Trang,B23DCFT032,6.2,9.9,7.2,7.1,7.6
21671,Huynh Bao Chau,B21DCMR840,8.7,8.4,7.7,2.7,6.9
21672,Huynh Thu Phuong,B22DCVT373,7.6,0.1,8.7,4.4,5.2
21673,Le Thi Phong,B24DCVT732,8.5,6.1,1.3,2.2,4.5
21674,Bui Quoc Hieu,B23DCAT033,6.9,9.4,3.8,7.4,6.9
21675,Duong Thi Hoa,B23DCMR916,6.4,8.8,9.9,1.0,6.5
21676,Nguyen Thanh Ha,B24DCAT862,10.0,0.5,0.4,8.7,4.9
21677,Tran Xuan Vy,B23DCMR492,7.1,7.2,8.1,0.2,5.6
21678,Ta Van Bao,B21DCFT653,8.7,8.8,7.3,8.9,8.4
21679,Duong Bao Ly,B22DCPT223,10.0,1.4,8.6,3.2,5.8
21680,Dinh Cong Nga,B22DCQT894,8.5,6.2,6.5,3.4,6.1
21681,Bui Xuan Trung,B24DCPT824,8.9,8.2,5.7,10.0,8.2
21682,Ta Thu Lan,B22DCFT302,9.9,2.5,5.8,8.1,6.6
21683,Duong Manh Ngoc,B23DCPT148,6.1,3.5,6.6,9.8,6.5
21684,Phan Ngoc Quang,B21DCAT526,9.6,3.1,9.7,1.2,5.9
21685,Nguyen Minh Nam,B21DCVT601,6.5,2.1,2.9,5.2,4.2
21686,Duong Manh Thang,B24DCMR092,8.6,7.7,7.3,2.8,6.6
21687,Huynh Manh Binh,B22DCKH972,8.9,7.9,8.4,8.9,8.5
21688,Vo Cong Bao,B24DCPT550,7.7,0.1,6.8,6.3,5.2
21689,Ly Thu Lan,B21DCBC068,9.1,4.8,5.6,1.1,5.2
21690,Mai Van Hung,B23DCAT144,8.1,5.8,1.8,3.3,4.8
21691,Dang Quoc Long,B24DCAT893,8.6,0.0,0.1,0.6,2.3
21692,Phan Huu Mai,B24DCFT151,7.8,2.9,2.0,0.2,3.2
21693,Mai Gia Ngoc,B22DCKT131,7.6,4.1,6.5,1.4,4.9
21694,Phan Thi Bao,B24DCQT067,7.4,5.2,9.3,7.2,7.3
21695,Huynh Xuan Giang,B23DCVT463,7.6,2.0,4.7,1.5,4.0
21696,Huynh Gia Tam,B23DCKH131,8.3,8.9,7.7,6.8,7.9
21697,Ta Thi Ha,B24DCBC753,9.1,7.4,4.5,0.1,5.3
21698,Le Huu Huong,B23DCAT145,7.4,8.9,8.4,4.1,7.2
21699,Ta Xuan Trung,B24DCBC720,9.3,8.5,0.0,1.7,4.9
21700,Nguyen Cong Hung,B21DCKH562,9.6,7.6,4.9,4.7,6.7
21701,Nguyen Thi Ngan,B21DCKT532,6.0,0.3,8.6,5.6,5.1
21702,Phan Quang Nam,B23DCMR894,9.7,0.7,1.0,8.2,4.9
21703,Ta Xuan Duy,B24DCQT663,6.2,1.9,0.4,7.0,3.9
21704,Mai Gia Bao,B23DCKH723,9.2,5.3,4.8,9.5,7.2
21705,Mai Quang Linh,B21DCFT708,8.1,5.7,0.2,6.6,5.2
21706,Hoang Ngoc Hai,B23DCAT909,7.9,3.0,7.1,7.6,6.4
21707,Nguyen Manh Mai,B22DCMR252,7.0,7.0,1.2,3.2,4.6
21708,Tran Thanh Chau,B24DCBC975,8.7,8.4,0.4,4.5,5.5
21709,Dang Thi Duy,B23DCVT067,8.2,8.7,4.0,9.8,7.7
21710,Pham Minh Quan,B21DCMR043,7.3,0.8,2.0,9.5,4.9
21711,Doan Quoc Ngoc,B23DCMR013,8.4,5.0,8.1,7.1,7.2
21712,Vu Van Viet,B21DCQT496,6.4,5.0,0.0,5.7,4.3
21713,Phan Manh Tuan,B24DCFT612,6.6,9.6,8.2,6.0,7.6
21714,Ho Thi Hai,B21DCKH666,8.4,4.8,4.5,3.2,5.2
21715,Le Duc Anh,B23DCPT142,6.7,4.8,0.3,5.1,4.2
21716,Bui Gia Nam,B22DCKH191,9.1,5.3,3.9,1.6,5.0
21717,Ta Minh Huong,B24DCAT122,7.0,2.8,7.6,6.0,5.8
21718,Duong Thanh Thao,B22DCAT820,8.2,2.8,2.5,7.4,5.2
21719,Phan Cong Phuc,B24DCBC645,9.6,5.6,7.8,8.4,7.8
21720,Doan Minh Chau,B22DCAT170,9.0,5.5,1.5,4.7,5.2
21721,Ta Bao Viet,B22DCMR327,8.5,7.1,4.1,0.6,5.1
21722,Mai Xuan Phuc,B21DCAT067,6.9,5.4,7.8,7.6,6.9
21723,Vo Duc Thang,B21DCFT502,7.1,7.7,1.8,9.0,6.4
21724,Dinh Cong Ly,B21DCMR846,9.8,0.9,2.6,9.6,5.7
21725,Dang Thi Giang,B24DCAT854,9.4,3.7,7.9,7.5,7.1
21726,Le Thanh Duy,B24DCFT592,6.1,3.2,5.0,5.3,4.9
21727,Dang Duc Nhi,B21DCPT168,8.0,0.4,8.9,1.1,4.6
21728,Nguyen Bao Nga,B21DCQT221,6.1,6.2,9.1,0.6,5.5
21729,Hoang Dinh Vy,B22DCQT682,9.8,9.7,9.1,7.1,8.9
21730,Dinh Bao Ngoc,B24DCVT973,7.5,5.3,2.1,6.2,5.3
21731,Duong Thu Hieu,B21DCMR659,7.7,7.7,8.0,9.0,8.1
21732,Doan Xuan Ly,B24DCPT159,7.5,6.6,8.8,2.8,6.4
21733,Vo Duc Tam,B22DCFT024,9.8,9.0,0.5,7.7,6.8
21734,Le Bao Thao,B24DCVT556,6.0,2.8,2.9,9.4,5.3
21735,Pham Van Ngan,B22DCAT674,7.6,1.2,9.3,5.7,6.0
21736,Ho Gia Tu,B22DCAT727,8.2,4.7,2.8,4.5,5.0
21737,Ta Quoc Tam,B22DCKH443,7.0,5.4,7.4,5.2,6.2
21738,Do Quang Chi,B22DCBC239,6.8,3.6,5.2,4.2,5.0
21739,Ho Ngoc Ly,B21DCMR964,9.6,3.0,1.5,9.5,5.9
21740,Dinh Manh An,B22DCKH997,6.5,9.9,6.0,7.1,7.4
21741,Pham Gia Lan,B22DCAT739,8.5,8.0,3.0,0.3,5.0
21742,Tran Thi Hung,B23DCQT625,8.1,0.4,6.1,2.9,4.4
21743,Vu Thi Binh,B24DCQT658,8.5,7.5,1.1,4.0,5.3
21744,Nguyen Thanh An,B22DCKT143,6.1,9.1,9.4,5.6,7.6
21745,Do Bao Phuc,B22DCAT321,9.3,3.9,9.7,3.5,6.6
21746,Ho Huu Phong,B23DCAT946,9.3,2.9,9.8,3.2,6.3
21747,Mai Xuan Minh,B21DCFT600,8.1,0.7,2.4,7.3,4.6
21748,Mai Minh Trang,B24DCKH402,7.7,2.4,9.6,8.1,6.9
21749,Hoang Duc Khanh,B24DCAT814,6.4,5.5,9.3,9.5,7.7
21750,Dinh Thu Viet,B23DCPT974,7.2,4.5,8.7,3.8,6.0
21751,Phan Gia Trang,B22DCKH822,6.3,6.1,4.9,1.9,4.8
21752,Phan Cong Yen,B24DCFT420,6.9,2.8,3.5,6.2,4.8
21753,Ho Huu Hai,B22DCKH336,6.2,3.8,3.7,8.1,5.4
21754,Vu Thanh Khanh,B21DCVT629,8.5,0.5,6.5,5.1,5.2
21755,Tran Thu Huong,B23DCCN710,9.3,4.7,0.9,0.8,3.9
21756,Mai Bao Duy,B21DCBC167,6.6,9.9,6.2,6.7,7.3
21757,Vo Quang Ngan,B24DCKT862,6.2,4.8,5.1,4.0,5.0
21758,Ngo Manh Quan,B23DCFT202,9.9,8.1,8.0,8.2,8.6
21759,Tran Thu Phong,B22DCFT296,6.5,8.6,1.0,8.1,6.1
21760,Hoang Thi Lan,B24DCKT651,9.3,7.0,8.5,4.7,7.4
21761,Huynh Minh Hung,B21DCKT964,8.9,1.9,1.7,8.9,5.3
21762,Pham Van Binh,B21DCKH941,9.9,8.6,2.8,2.5,6.0
21763,Pham Huu Hieu,B21DCMR142,9.5,7.6,8.4,7.8,8.3
21764,Tran Manh Minh,B22DCKT186,9.3,4.3,5.1,9.0,6.9
21765,Bui Ngoc Hung,B21DCMR554,6.2,4.1,0.9,1.9,3.3
21766,Do Gia Ngoc,B22DCPT453,9.5,5.3,2.1,4.8,5.4
21767,Ho Van Trang,B21DCMR090,6.5,3.3,9.1,2.6,5.4
21768,Tran Cong Huong,B23DCKT809,6.2,9.4,0.1,6.8,5.6
21769,Dinh Gia Hoa,B24DCVT816,7.4,5.3,2.6,1.0,4.1
21770,Duong Quang Minh,B21DCMR663,8.9,2.6,1.5,0.7,3.4
21771,Le Xuan Dung,B22DCKH558,9.3,0.2,2.0,7.9,4.8
21772,Vo Dinh Thang,B21DCAT191,9.6,0.0,8.3,8.4,6.6
21773,Bui Manh Bao,B23DCAT595,9.3,2.4,3.2,9.2,6.0
21774,Ngo Thanh Tu,B23DCFT848,9.5,9.1,9.0,2.6,7.6
21775,Mai Gia Nga,B23DCKH997,9.5,6.3,0.4,2.0,4.5
21776,Nguyen Manh Huong,B21DCAT534,9.7,6.4,8.6,1.1,6.5
21777,Huynh Thu Lan,B24DCCN429,8.3,3.4,3.7,6.3,5.4
21778,Phan Duc Vy,B21DCCN442,6.2,0.8,7.0,6.4,5.1
21779,Huynh Thu Linh,B22DCFT118,8.4,9.9,2.0,5.7,6.5
21780,Nguyen Duc Ha,B21DCFT602,6.9,9.5,7.3,7.4,7.8
21781,Doan Dinh Quan,B21DCAT865,6.3,1.5,3.2,6.0,4.2
21782,Bui Duc Vy,B21DCPT677,7.6,0.2,3.5,5.4,4.2
21783,Mai Minh Tu,B21DCCN399,9.9,5.9,0.3,2.0,4.5
21784,Dinh Manh Trang,B23DCMR959,7.0,1.9,0.6,4.3,3.5
21785,Phan Cong Yen,B22DCFT300,6.4,5.2,6.9,2.6,5.3
21786,Ho Duc Phuong,B24DCPT615,8.4,8.2,2.6,7.0,6.6
21787,Ngo Ngoc Hieu,B22DCKT961,7.2,1.9,2.1,2.7,3.5
21788,Dang Minh Yen,B22DCAT117,6.6,7.9,9.0,6.4,7.5
21789,Le Gia Ngan,B23DCMR020,9.2,3.6,5.2,1.3,4.8
21790,Tran Ngoc Hoa,B21DCKT684,7.1,8.5,6.7,7.0,7.3
21791,Duong Van Quang,B23DCCN842,9.7,0.4,4.8,0.2,3.8
21792,Huynh Xuan Hai,B23DCPT110,7.7,4.1,4.8,5.6,5.6
21793,Doan Thanh Ngan,B21DCKT179,6.8,3.7,6.0,5.8,5.6
21794,Ngo Gia Bao,B23DCMR969,7.0,6.7,0.2,2.2,4.0
21795,Do Minh Huong,B22DCBC682,7.7,3.9,2.2,9.1,5.7
21796,Huynh Dinh Ly,B22DCPT937,7.8,8.6,6.5,0.3,5.8
21797,Ta Quoc Anh,B21DCBC348,7.0,5.9,2.6,3.0,4.6
21798,Ho Gia Hieu,B22DCKH500,10.0,7.0,2.2,3.9,5.8
21799,Doan Duc Trung,B21DCMR771,6.9,8.0,2.5,1.1,4.6
21800,Tran Huu Bao,B23DCKT607,9.1,5.5,6.5,1.3,5.6
21801,Dinh Quang Khanh,B24DCCN839,9.1,0.8,3.2,3.5,4.2
21802,Duong Gia Chau,B21DCAT094,8.3,9.7,2.9,1.8,5.7
21803,Ta Quang Phuc,B23DCVT715,8.9,0.1,2.6,9.8,5.3
21804,Pham Duc Huong,B24DCCN411,10.0,8.0,0.1,8.1,6.6
21805,Ho Manh Hung,B21DCKH870,8.8,2.8,9.4,9.3,7.6
21806,Ta Huu Duy,B24DCFT725,9.5,9.4,5.3,7.0,7.8
21807,Tran Thanh Hieu,B22DCKT483,7.0,1.7,0.1,2.0,2.7
21808,Ho Xuan Nga,B24DCMR127,9.6,1.1,9.3,0.8,5.2
21809,Doan Bao Nhi,B24DCCN913,8.2,2.6,7.3,3.1,5.3
21810,Huynh Van Nhi,B23DCBC643,7.5,7.1,9.2,1.8,6.4
21811,Do Quang Yen,B23DCQT070,8.3,2.3,4.9,4.6,5.0
21812,Pham Dinh Mai,B24DCKH386,7.8,2.8,1.8,7.3,4.9
21813,Vu Thi Hung,B24DCAT538,9.6,2.1,2.5,6.4,5.2
21814,Ngo Quang Linh,B23DCQT481,8.9,7.3,6.7,3.9,6.7
21815,Vo Van Tam,B22DCBC891,7.1,1.9,7.9,8.2,6.3
21816,Duong Manh Giang,B24DCQT602,9.3,2.6,0.1,2.0,3.5
21817,Ho Huu Mai,B21DCBC201,7.7,5.2,2.2,5.5,5.2
21818,Duong Xuan Ngoc,B21DCVT421,7.1,8.5,8.4,7.3,7.8
21819,Bui Thu Ngan,B24DCKT032,8.9,7.4,3.4,4.2,6.0
21820,Huynh Ngoc Hung,B22DCBC614,9.9,6.5,8.4,0.0,6.2
21821,Le Huu Ly,B24DCFT208,6.8,0.8,2.7,8.8,4.8
21822,Dang Ngoc Trung,B24DCAT409,8.6,2.7,7.9,3.4,5.7
21823,Doan Duc Quang,B21DCCN678,6.2,1.6,2.9,1.9,3.2
21824,Tran Cong Chau,B21DCMR199,6.4,9.1,6.6,8.6,7.7
21825,Bui Ngoc Dung,B22DCQT520,9.8,6.8,1.7,5.2,5.9
21826,Ly Thanh Huong,B24DCVT048,9.5,9.0,8.2,3.3,7.5
21827,Nguyen Quang Nhi,B21DCKT993,9.5,5.3,7.3,9.1,7.8
21828,Ngo Manh Bao,B21DCVT895,8.7,1.3,6.9,7.3,6.0
21829,Vu Gia Thang,B22DCVT192,7.2,6.0,3.6,7.9,6.2
21830,Ngo Van Quang,B22DCKH501,7.7,0.5,3.7,5.7,4.4
21831,Huynh Thu Vy,B22DCFT391,8.5,6.6,5.2,1.5,5.5
21832,Tran Duc Yen,B24DCFT876,8.8,1.0,6.3,7.8,6.0
21833,Ly Huu Minh,B24DCFT207,9.6,1.2,1.7,9.6,5.5
21834,Nguyen Gia Khanh,B23DCCN953,8.4,5.7,3.7,4.1,5.5
21835,Ho Duc Viet,B21DCAT072,8.8,8.5,0.8,1.9,5.0
21836,Ho Quoc Bao,B24DCKH757,7.3,1.4,1.0,1.5,2.8
21837,Vu Quoc An,B22DCBC922,6.7,9.4,7.4,5.4,7.2
21838,Nguyen Dinh Anh,B22DCQT154,9.9,5.6,2.6,5.3,5.9
21839,Tran Thanh Ly,B23DCKH020,8.5,5.2,2.6,0.6,4.2
21840,Pham Bao Huong,B24DCCN998,6.8,8.4,7.2,5.1,6.9
21841,Ta Thu Hung,B23DCKT209,9.0,5.5,10.0,9.5,8.5
21842,Hoang Van Thao,B24DCFT921,7.1,1.0,2.1,2.7,3.2
21843,Ho Quang Quang,B21DCKT353,6.6,4.7,8.3,9.2,7.2
21844,Vo Xuan Quang,B24DCCN035,9.6,1.6,4.2,0.4,3.9
21845,Ly Quoc Linh,B24DCQT845,7.2,0.8,0.7,2.7,2.8
21846,Do Minh Binh,B23DCQT009,7.4,9.0,8.2,10.0,8.6
21847,Vu Van Binh,B21DCCN008,6.6,5.4,4.4,7.4,5.9
21848,Dinh Cong Chau,B23DCCN913,8.7,3.7,7.5,0.8,5.2
21849,Tran Manh Bao,B24DCAT844,8.0,1.4,2.4,9.9,5.4
21850,Mai Van Hoa,B22DCVT862,6.1,4.4,0.6,4.9,4.0
21851,Mai Duc Nga,B21DCMR759,9.8,9.4,0.1,0.9,5.1
21852,Pham Duc Chi,B22DCPT077,6.9,6.0,2.8,9.3,6.2
21853,Phan Ngoc Viet,B22DCKH084,6.1,5.6,6.7,1.7,5.0
21854,Nguyen Ngoc Phuong,B22DCQT329,6.8,6.2,3.3,7.6,6.0
21855,Phan Gia Quang,B24DCVT669,6.6,8.3,0.1,3.1,4.5
21856,Ho Dinh Huy,B24DCAT642,9.4,1.6,9.4,2.3,5.7
21857,Huynh Ngoc Tuan,B24DCVT019,7.6,7.7,0.3,8.0,5.9
21858,Ngo Duc Phuc,B24DCVT890,6.7,0.9,2.0,5.2,3.7
21859,Do Bao Quan,B23DCVT788,9.8,1.7,4.1,9.9,6.4
21860,Do Bao Trung,B21DCBC969,9.3,4.5,5.9,9.9,7.4
21861,Ho Cong Phuc,B22DCBC149,9.7,2.3,6.7,2.6,5.3
21862,Mai Manh Trang,B22DCMR317,9.2,0.8,3.6,3.4,4.2
21863,Nguyen Minh Ha,B21DCFT207,9.7,3.7,7.1,1.9,5.6
21864,Pham Minh Nam,B23DCKH408,9.1,1.1,3.8,1.0,3.8
21865,Bui Huu Duy,B21DCPT324,8.2,9.7,5.3,5.1,7.1
21866,Vu Cong Giang,B21DCCN355,9.9,8.6,6.1,5.6,7.6
21867,Mai Ngoc Hieu,B21DCCN050,9.3,9.3,3.6,9.6,8.0
21868,Tran Gia Minh,B23DCBC633,6.7,7.6,1.6,4.6,5.1
21869,Ho Thi Viet,B22DCKT855,7.5,8.9,7.8,1.2,6.3
21870,Dinh Gia Duy,B23DCMR196,6.0,0.2,1.1,7.3,3.7
21871,Phan Thi Yen,B21DCKT090,7.8,1.3,0.6,0.8,2.6
21872,Dang Van Trang,B23DCQT136,6.9,2.9,3.2,3.5,4.1
21873,Nguyen Thanh Trang,B21DCPT686,7.1,1.9,2.3,9.7,5.2
21874,Ngo Van Mai,B22DCKT345,9.5,6.4,0.1,4.6,5.2
21875,Tran Huu Long,B22DCKH571,8.3,6.1,4.0,8.5,6.7
21876,Ho Van Viet,B22DCFT273,9.8,2.0,2.3,4.0,4.5
21877,Le Duc Yen,B21DCPT691,6.5,8.3,4.0,9.3,7.0
21878,Vo Xuan Dung,B21DCAT452,7.0,3.0,4.0,8.4,5.6
21879,Do Dinh Yen,B23DCKH605,6.5,6.5,8.4,7.2,7.1
21880,Duong Thi Phuc,B23DCCN562,6.4,8.0,8.5,0.1,5.8
21881,Ngo Ngoc Hieu,B24DCBC915,8.5,3.4,0.2,2.3,3.6
21882,Tran Minh Huy,B23DCKT207,8.7,2.3,1.3,8.4,5.2
21883,Phan Manh Lan,B24DCQT611,6.6,0.2,4.8,7.1,4.7
21884,Phan Thi Minh,B23DCVT856,7.1,1.1,9.7,6.8,6.2
21885,Ho Thu Thang,B24DCCN425,7.7,5.0,9.7,0.5,5.7
21886,Phan Gia Giang,B24DCFT733,6.8,5.0,7.1,7.7,6.6
21887,Do Quoc Nam,B23DCKT244,9.4,4.9,1.9,1.2,4.3
21888,Pham Minh Chi,B24DCVT714,8.6,7.6,5.6,1.3,5.8
21889,Ngo Huu Ngan,B22DCCN674,8.5,4.1,6.4,1.6,5.2
21890,Phan Thi Long,B23DCAT645,9.4,5.7,2.3,2.1,4.9
21891,Ngo Cong Anh,B23DCQT417,9.2,6.7,6.2,0.4,5.6
21892,Do Dinh Chau,B24DCAT794,10.0,5.4,3.1,7.8,6.6
21893,Doan Thi Binh,B22DCVT639,6.2,8.0,1.2,8.8,6.0
21894,Ta Xuan Huy,B23DCCN715,8.1,9.8,0.9,3.1,5.5
21895,Vo Xuan Huong,B23DCQT048,8.7,5.8,8.4,9.1,8.0
21896,Le Thu Ngan,B24DCCN169,8.0,8.0,4.6,9.0,7.4
21897,Ho Quang Ha,B23DCCN764,6.1,0.2,2.6,2.5,2.9
21898,Dinh Xuan Nhi,B22DCPT938,9.3,6.3,6.8,6.3,7.2
21899,Phan Quoc Ha,B21DCQT834,7.1,3.9,8.6,4.9,6.1
21900,Huynh Xuan Huong,B24DCVT384,8.7,9.4,9.9,3.5,7.9
21901,Duong Thanh Son,B23DCKT102,6.7,6.8,5.4,8.1,6.8
21902,Vo Minh Thao,B24DCFT674,7.3,4.6,6.4,3.7,5.5
21903,Do Xuan Chi,B24DCMR246,6.1,0.9,3.6,3.0,3.4
21904,Do Duc Duy,B21DCVT149,9.8,4.7,9.3,5.5,7.3
21905,Pham Quoc Phuong,B22DCBC673,6.8,8.4,2.0,5.4,5.7
21906,Hoang Cong Hoa,B23DCKT031,9.5,2.3,6.2,1.6,4.9
21907,Le Quoc Huy,B21DCQT029,8.6,6.1,7.4,1.4,5.9
21908,Huynh Bao Ly,B24DCFT819,6.0,0.5,0.5,9.4,4.1
21909,Do Manh Chau,B21DCKH329,9.2,3.7,3.7,2.5,4.8
21910,Bui Quoc Nhi,B23DCAT896,8.7,8.6,3.8,1.0,5.5
21911,Nguyen Cong Quang,B21DCKH322,7.6,3.7,4.8,5.1,5.3
21912,Pham Manh Khanh,B24DCBC855,9.9,0.7,5.4,3.1,4.8
21913,Do Quang Khanh,B22DCCN538,9.1,1.2,1.1,2.5,3.5
21914,Ngo Quoc Bao,B22DCQT579,7.5,6.4,1.5,7.1,5.6
21915,Phan Cong Bao,B24DCBC945,9.4,0.1,3.1,6.8,4.8
21916,Tran Thi Anh,B24DCAT785,9.1,6.8,0.0,6.3,5.5
21917,Pham Ngoc Nam,B21DCMR286,6.9,4.4,9.6,1.5,5.6
21918,Nguyen Duc Ly,B23DCQT006,8.2,0.5,2.3,1.9,3.2
21919,Do Bao Hoa,B24DCAT987,7.4,4.1,7.3,5.5,6.1
21920,Le Dinh Long,B23DCMR372,9.7,3.8,3.5,0.7,4.4
21921,Dinh Quang Son,B21DCFT596,9.0,0.7,1.8,6.7,4.5
21922,Ta Quoc Ngan,B24DCCN152,7.8,5.6,3.1,2.7,4.8
21923,Doan Quoc Chau,B23DCMR063,7.8,8.2,4.1,4.2,6.1
21924,Mai Gia Huong,B23DCFT967,6.3,7.0,5.0,2.9,5.3
21925,Duong Minh Quang,B24DCBC643,9.2,2.2,2.3,7.1,5.2
21926,Do Manh Tuan,B21DCFT402,6.7,6.5,0.5,1.3,3.8
21927,Dinh Thi Huy,B22DCKH588,7.0,7.3,0.2,6.4,5.2
21928,Vo Minh Ly,B21DCMR063,8.9,6.4,3.9,0.4,4.9
21929,Ly Quang Lan,B22DCFT733,6.8,5.0,8.9,9.1,7.5
21930,Tran Minh Huong,B24DCKT299,9.5,7.5,0.6,2.0,4.9
21931,Hoang Gia Huy,B21DCFT634,8.8,7.8,0.5,0.1,4.3
21932,Dinh Quang Phong,B24DCBC506,10.0,9.5,4.5,6.1,7.5
21933,Ly Thu Ngan,B22DCBC519,9.2,2.7,0.6,6.8,4.8
21934,Duong Thu Hieu,B22DCAT187,7.3,8.7,1.5,9.0,6.6
21935,Pham Quoc Ha,B24DCPT166,7.6,6.6,7.6,0.1,5.5
21936,Hoang Thanh Yen,B21DCAT090,8.8,6.1,3.9,4.7,5.9
21937,Doan Manh Phuong,B21DCBC950,7.0,9.8,0.3,9.6,6.7
21938,Le Cong Yen,B21DCMR293,9.9,7.2,10.0,4.0,7.8
21939,Doan Cong Hieu,B23DCMR066,8.7,6.7,5.7,8.2,7.3
21940,Vu Quoc Linh,B23DCMR698,8.2,9.8,9.1,0.6,6.9
21941,Do Quoc Huong,B22DCPT617,9.1,9.3,2.3,8.9,7.4
21942,Le Huu Chau,B22DCFT594,6.4,6.9,6.4,7.5,6.8
21943,Do Quoc Phuc,B22DCMR515,7.2,6.8,0.5,8.3,5.7
21944,Pham Duc Quan,B24DCCN615,6.8,4.3,6.6,2.3,5.0
21945,Dinh Bao Vy,B21DCMR260,7.1,3.3,5.6,5.1,5.3
21946,Do Bao Vy,B23DCMR380,7.3,5.4,7.6,7.0,6.8
21947,Do Thanh Hieu,B22DCAT450,9.4,5.9,7.2,8.2,7.7
21948,Huynh Quoc Thao,B22DCBC876,9.9,8.5,5.3,7.0,7.7
21949,Phan Thanh Mai,B21DCMR092,8.1,7.0,1.8,7.8,6.2
21950,Pham Dinh Son,B21DCMR813,8.2,0.9,8.1,5.6,5.7
21951,Ta Dinh Quan,B24DCMR835,10.0,1.2,2.1,7.9,5.3
21952,Vo Thi Thao,B22DCKT821,8.0,3.8,1.1,2.9,4.0
21953,Dang Cong Phuc,B22DCKH719,7.9,9.9,9.9,5.8,8.4
21954,Vo Quang Hai,B23DCMR122,7.6,6.6,5.7,3.0,5.7
21955,Mai Thu Mai,B21DCFT754,7.9,4.7,7.6,10.0,7.6
21956,Pham Xuan Khanh,B23DCPT989,8.5,1.6,1.8,0.5,3.1
21957,Hoang Van Quan,B21DCPT054,7.0,7.1,0.6,4.4,4.8
21958,Nguyen Thi Nhi,B21DCKH863,8.7,8.7,2.0,6.5,6.5
